text,sentiment
"_carter Gotta make the video public, dear. LOL ...can`t see it.",neutral
 at the store! Lol I don`t have any liquour here,neutral
had the best weekend EVER  XXXXXXXXXXXXXXXXXXXXXX,positive
"  sounds like Sonics...which I never had  ...and for the record, I say spicy bred buffalo wings w/ blu cheese & beer",neutral
 there is no sun here in florida..it`s all rainy and cloudy.,neutral
 saw you walking back from starbucks. I was in the orange beetle,neutral
  Hello there hope your over your flu now,positive
Had a nice pre mother`s day dinner out. Now a cocktail before retiring for the evening,positive
" Yes, soak it up for sure. It`s gonna be fast n furious. Only one show this year  More reason to revel in the moment.",positive
"is done painting all the bedroom furniture, I still have to do the table but it will wait until after the move. Uggh moving in the heat",negative
"krys: running, mud baths and nice French food in napa w/ jimming",positive
" sorry I can`t help it, hopefully it rubs off on you.",neutral
"wowza, only the second tweet of my entire trip and i leave in 3 days   but first - BLOW UP SF TOMORROW NIGHT!",neutral
 its the wine!!,neutral
 Hooray! Your avatar is back! Wil go and put it in the Gardeners zone now,neutral
 whyd u feel awful after last night?,negative
  caught me at lunch today... you were correct of he stalking me,positive
" Were done so much for them, then brazilians ha! but no meh, i think they love the other countries more then the UK",positive
"To make it worse, its my friends party tonight, and I`m stuck here. I haven`t seen her for months",negative
"In bed eating chocolates after 2 super parties, yay  playing with the new camera - could I be an amazing photographer?",neutral
"The Gray Hat Python book reminded me how many security tools are python version specific, which is a pain if you need to use all of them",negative
 hey Phillll! Wazzuppppp?!,neutral
 Thank you!  The best to you and yours tomorrow... I hope you all have a lovely day together!!,positive
Being bored is always so much more fun with a companion. Missing my bff alreadyyyy!!!!,neutral
Ugh. Another 'what day is it today?' (5 most uttered words last 2 weeks for me) - Missed a 10 yr old birthday & it was even on my iCal.,negative
 im glad you got on twitter. I love you baby,positive
 i want u to know i don`t like u hun  j/p u know we go back,negative
Rainy day is rainy.,neutral
 You`ve been featured on #ykyat  http://ykyat.com/~37nnd,neutral
 happy mommas day . ging is so lucky to have a momma like u  enjoy ur nite! luv ya,positive
really ill atm,neutral
"  haha, i was crying  ****",negative
 I`m depressed ! I want to know you and kiss you all,negative
 make up your mind,neutral
Going to go kennel the dogs and then I am going to watch Goblet of Fire,neutral
It`s a sad day for beer drinking movie goers. The Speakeasy theaters are no more,negative
_ What did he say about it?? Gosh! I missed the yesterday live chat.. I was at bed.. sick,negative
 I was gonna go for aiden but I had a girl so I went with scarlet,neutral
" Yep, they sang your song!",neutral
"Happy Mothers Day! Same day, more chocolate",positive
PUSH was amazing,positive
comes home in two days,neutral
after mad calls..txt..fb msgs my homie finally calls me back I was so worried..I think I care far 2 much..but if anything happened 2 them,negative
Need a nap  but I have to take 4 trains now,neutral
Its so hard letting her go and seeing her cry.,negative
now accepting maid applications.  would be nice if you`d start first thing tomorrow - would make a wonderful Mother`s Day present!,positive
" YAY!!!!   I have Mark issues, too...you`ll find I have A LOT of issues.   lmao",negative
" thanks babe. I guess I will find the right person one day, til then I`m better off alone",positive
Working and watching Milk,neutral
" Reminders are good! Speaking of which, we haven`t had a Posture Check in awhile.....",positive
still at home goodness,positive
ahh everyone`s out today taking in the sunny weather except me  might go and watch some tv...,neutral
Really!,neutral
  eat something!,neutral
Sitting outside with my laptop  Its kinda nice,positive
"#Beijing Good massage for you & Sexy girl & 100% real photo  13341015518 - w4 (Beijing): Hi, .. http://tinyurl.com/c48m6r",positive
 Sounds great. I`m looking forward to it then,positive
"FINALLY FINISHED MY **** FILM FINAL!!!  (Well, all except 1 part, but idk how to do it....) :/",neutral
What a bad day!,negative
 NICE TO TWEET U,positive
 briliant! May the fourth be with you  #starwarsday #starwars,positive
don`t want to go to work tonight,negative
Ive chosen Grease,neutral
: You MUST watch Grey`s. It was their 100th episode. Let me know once you do. I don`t want to give out any more details,neutral
is traumatized and saddened by the 2 baby squirells she just found on abandoned on the sidewalk.,negative
" Did we hear our name ? Thanks Ankit, get them on to our parlour   #HokeyPokeyBandra",positive
"Its official, I`m having the worst day. I called it a mile away",negative
TGIF!! Its a GORGEOUS day in Reno today. And I`m stuck inside.,neutral
"Just changed my car tires, cost me a bomb.",negative
 Hey! Polka dots or black dress. Both very glam. Mobile twitter`s a bit **** at the mo.,neutral
"I think my bicycle and I just freaked out a custodian, who wouldn`t have let me in the building if I didn`t let myself in with a key",negative
"had a great shot yesterday, editing pics now",positive
where`s my new ,neutral
" Thanks Anita, I am looking for hosting, I will look at them too",positive
I`m loving the humidity right now...great for the skin....another love that won`t last,positive
When God created man i also believed he created a million people to get on ya **** for a laff,negative
 This year,neutral
I`m sad Twits!  I`m going to miss  musiq soulchild and anthony hamilton! Ugggghhhh I LOVE them!,neutral
Shower time,neutral
better go and put my clothes on guys.. even if P.J`s are warm and moveable,neutral
"http://bit.ly/UnRyF  I want this, but...",neutral
 Keep the suggestions coming...I love the classics!,positive
Staying after school today,neutral
"awesome milkshakes, i had areo mint,. we just blended it up, it was like a lumpy smoothie  so then we did some more chattering and ...",positive
 no sleeping for me im at work   it will be summer break soon. Tell them to get there butts out of bed lol,neutral
"ok, 1st ginormous cup of coffee down, monday looking much better to me.",positive
 Thanks and Cheers back at you.,positive
" Yep. I hope my lame attempt with the spaces helped me to hinder them, lol. I know tomorrow I guess.",positive
"I think I messed up my back, its been like this all day",negative
is closing at 10 instead of 12 yay!!  just 15 min till i can go home and talk to my lovebug!!,neutral
"Feeling so rough today, just want a cuddle and some sleep",negative
A Happy Mother`s Day to all moms and soon to be mom`s out there.,positive
 alright - was only joking - I just said no wine here  - fool me maybe? - I don;t like drinking,negative
 i love those boys. i missed the chat yesterday  it was the firts & only one i`ll miss though! <333 Nick Jonas <3333,neutral
I have started to fear weekends since joining German classes,negative
  Yeah eCpm is going UP and down badly - hope things improve,neutral
 it wont work for me,negative
_Anderson your tweets were awesome  **** the heat. That`s what dencorub is for,neutral
"had a great time last night, but my eye is burning !!! it hurts bad",neutral
" hey bettiye,  i did see her. stay tuned for videos and blog  hows was obsessed?? i need to get thru exams then imma watch it",neutral
" lol, don`t rub it in",neutral
leaving now  off to get my angry teethed pulled....,negative
 Thank you for FF,positive
Mattcutts.com: Domain Umzug und neues Design http://redir.ec/iF2b ...,neutral
  shame on me!!!,negative
 yeah  and _LilJess_x did only ones that care for me,neutral
 thanks for having me! i had a great time too,positive
Anybody else think that #win7 is pretty much Vista SP2?,neutral
 glad 2hear it kerry!!! didnt know u were on gmtv this morning & i missed it!,neutral
"math is all that is left for the day, then the DMV",neutral
 i could have got you some from work and not paid more than R20 per 2l,neutral
fml. i stepped on a needle.. ouch.. waaaaa  **** drycleaners,negative
Chillin with the roomies. Can`t wait for the zombie CLWN CR. Its gonna be 6-8 weeks,neutral
 dont you think this tour went fast? i do,neutral
"i need sweets, drank my cyderrrrrrrrr",neutral
  well hit me and we can see...it depends then,neutral
Finally home after a big of travelling!! ahhhhhh now time to realx!!,positive
My flip flop just broke...walking in downtown seattle,negative
I hate this bit,negative
  We can`t even call you from belgium  sucks,negative
"ready for a very busy, FUN day tomorrow! gotta keep myself busy when my lover is gone",positive
I really miss my phone  i cant wait till my new one comes,negative
 Happy mothers day,positive
 I dont have one here - dunno if my mom ever had one or not -,neutral
loves it when mom and dad come to visit! nothin better,neutral
"Bad day, just got worse...",negative
Was woken up by my screamin lil nefuew,negative
 It`s been doing it for two days. We have a comcast technician scheduled for tomorrow morning.,neutral
 it`s my fave!,positive
_surprises unfortunately yes,negative
 How does it look like a Ninja Tutle?!  xo lol,neutral
WHY DOES MY COUSIN PICK TODAY TO NOT TURN UP EARLY,neutral
Up was sooo gooooood. Wood ranch bbq time! Dian deng pao.,positive
Guys... a serious question. Which song do you like most of all your CDs? Be honest! I know you won`t reply me  <333 Maria,positive
Special chocr makin rounds @ Gourds show,neutral
 Thanks   Our little girl just loves animals so all the `oohs` and `aahs` were very cute!,positive
time to get ready for work,neutral
 i am a bit more curious: how much did you pay for it?,positive
http://twitpic.com/4w6lf - BBQ time again.,neutral
I hate that place!,negative
Wants to meet Jeff Hardy and Beth Britt So bad its Soo Annoying  x x,negative
hurt. done trying..,negative
At least it`s Friday...working `til 1:30AM,neutral
"trying to do a blend. i know, i suck at them but there`s no harm in trying.",negative
Welcome  #Follow #Freude,neutral
woo exams nxt wk,neutral
OPS sorry  Queen Mom,negative
happy mother`s day!!!,positive
Stupid hand. Have A2 and flop nut low and top pair. But guy had also out low and out flush. Quartered.  at 5900.,negative
 Thanks. End up going to Makino Chaya,positive
is working,neutral
Been so busy for the entire week. Be able to take a breath next Tuesday,neutral
" never tried to FTP to S3, but I use FireFTP (Firefox browser addin) ... no mention of S3 support on their site though.",neutral
just got home from work.... and is chugging down a big bottle of apple juice.,neutral
"wow my grandma passed away....I`m too sick to even think, I know she`s in a better place now",negative
"Energy steadily increasing, thankfully, but the cough isn`t going away.",neutral
  night boyssss,neutral
I`m not! They frighten me to death............I just like to see all the boys in their leathers!  ;) We go every year. Brilliant atmos!,negative
 your understanding would require taking paragraph 3 out of context. But para5 COULD lead to opting out of EVERY class.,neutral
LIVE FROM NEW YORK ITS SATURDAY NIGHT!  finally a new one,neutral
Sad. I don`t know what to do with my life. Everything I have done since the age of 16 has been towards healthcare and nursing,negative
 I doubt I`ll get one to be honest,positive
I don`t know what to wear....,neutral
I am off to bed now....my family has a wonderful day planned for me today      Happy Mother`s Day,positive
Just got nudged by Diane.,neutral
" LOL good to know the time in LA, it`s a 9h time difference ...  good morning to ya",positive
Going downstairs for more coffee and socialising  Wow... Only 4:16?.. Gives me time for French later,positive
great. more rain,positive
asda ready meal - i don`t think i`ll ever be the same again,negative
Hopped up out the bed put my swwwaaaaggg oooonnnn! Then got back in the bed it`s raining,neutral
 what lol?,neutral
 nat has a twitter acct!,neutral
Be my Yoko Ono and follow me wherever I may go !,neutral
Happy Star Wars day everyone! and Enjoy the holiday (UK),positive
yeah but i was trying to send a msg to you  :S also trying to put a pic on but it aint happening   do they have to approve it or summit?,negative
"i`m actually starting to quite like lily allen and her music, to be honest.",positive
 I googled 'engagement rings' & this is the EXACT ring i want.it was the 1st result too  *sigh* love it.http://twurl.nl/jaq5j4,positive
where has my sleep run off to??,neutral
  cool  you are here too  hi sam  how are you???,positive
Shoutout to Reyah my fellow Philly homegirl we`re both making the best of hard situations  (PUSH) pray until something happens.. much love,neutral
 We were so busy I didn`t even get to talk with you!!  Please tell me you got your lipstick?!,neutral
" you can have the sun too. It all sucks, especially for my pale whiteman skin.   I can`t stop sneezing, and I blame you.",negative
_carter it says the video is private... and won`t let me watch,neutral
Happy Mother`s Day to all the mothers out there!!,positive
On the way to santa monica,neutral
Drink #7 or 8 for me (at the club). Been drinking for the past 6 hours.  http://twitpic.com/4wn9q,neutral
"endless set list... very long... grueling almost... also, sent to gordo`s cell cuz he`s no longer communicating with the internet in 140.",neutral
 she is all grown up,neutral
Somehow my alarm became an hour fast and I came to realize it as I was leaving the house.. It feels good having an early start,positive
 : yes she got all lovey with him& he returned the love&1thing led2 another&  also  wants2 know y ur mad at her,positive
...normal hours to give any interested twitter friends a glimpse into a topic near and dear to us.,neutral
Zac Brown is in Virginia Beach and I`ll be in NoVA,neutral
It`s Friday... But its only Friday morning. Ugh.,negative
is so glad the weekend is here. Only one more week left of school with my kids.,positive
i cooked breakfast for my mom  HAPPY,positive
ITS RAINING ITS POURING.............where is my spooning  buddy,neutral
juss dropped the wife off I love her so,positive
 have a lok at EF too! they are jummy,positive
is now writing 100-word newsbites  http://plurk.com/p/wyb4h,neutral
Okay I lied! I meant this time next week! That is sooo much longer!!  I miss my mommy...,negative
 nah is next week honey ma fault for confusin u,negative
What happened to the weather??,neutral
  said that  mentioned bears!  have fun!! P.S bears like Peanut Butter,positive
_Bloody_Poet  Bad friends! Sorry to hear that.,negative
http://twitpic.com/4j8us - It is interesting that VS2003 generates a setup script for uninstall.,positive
Rode a jeep home with my mentor. Heard his story being in UP FineArts. Pretty cool.,positive
 I feel your pain... dont you hate those days,neutral
Still up playin rock band woot woot,neutral
 Poor you   If I was with you right now; I would probably give you a hug ;D,neutral
is feeling really sick,negative
" nothing, they make it up, last time i checked a jar of curry sauce there was no pepper inside, i was disappointed",negative
"just woke up, having coffee, listening to Music, reading RSS...Sunday feels great",positive
"The sun is shining brightly and the day has just begun! What`s in store? Wandering around les calanques maybe? Vin, definitely!",positive
 **** girl I`m so down but ya gotta let me know so I can get my kit together & I got a flyer  Any next weekend? I'M DOWN!,negative
 yen lol but i can only get the vid on my phone and ipod cant find the song  lol,negative
Ahh im in love.  hes theeee best.,positive
 OHH  yeah i sometimes forget  your in the other but cheek ok america,neutral
Just talked to `s cute grandma on the phone.  She only speaks Hindi-not my best language-but somehow we manged,neutral
I have forgot the live with the Jonas Brothers on Facebook,neutral
seen loads of new photos and stuff of new moon and cant wait  lol (L) Taylor lautner lol   takes his shirt off 3 times yum =]... lol,positive
a chilled day  party tomorrow.,neutral
Ugh its really hot today already and its not even noon yet  i want ice water!,negative
i have a crush on someone!,positive
EOM......still at work,neutral
_R_Roberts I LOOK forward to seeing and sharing,positive
says Goodmorning.  http://plurk.com/p/x2bm1,neutral
 Nice! You should submit that to failblog.org,positive
Looking at old pictures... I love it & miss the good ol days,positive
" talk to me isn`t a good idea?  i`m going to buy a gift to my friend, so you have 20 mins...",neutral
installed ubuntu 9.04 on my office lap! yaaaaaaaaaaaay!   'install under windows' feature rocks!! #awesome #ubuntu #excited,positive
 You missed me!  lol,neutral
Feeling good about our win! Its nice being softball champs  bring on the season!,positive
 I CAN`T!!! My heart aches for her children  I wanna adopt alexis,negative
" crazy, we live in a small world, and now u live in covina huh? Thas where im @ but back to chino i goooo",neutral
"This is my new College project, i just wanted to share it  Hey Mr Bartender - College Project http://bit.ly/Ba3Nf",neutral
" also, try Friendly Fires if you haven`t already heard them. great stuff  AND Florence and The Machine. Great, great music",positive
  She doesn`t need a darn (watching my language) thing but that never stops her  &   I mapped u. U live in the boonies :-o,neutral
" Thanks, Brad!  Looking forward to chatting with you too.. btw, like your new pix!",positive
"_donut ah good deal, hope you find some new music",positive
 no  the love of my life is. so i guess now im definately shooting for good,positive
does not like ups much today...,negative
I am in total love with my Lip ring...more than all 12 of my piercings...it is my ut-most favorite,positive
 ah wait! we can only go if you can get us to and from cos my mom`s tires are nonlong distance till she can buy some new ones.,neutral
"Tired, tired, tired.. Didn`t sleep well last night..   Thought too much.. Slept not much.. Glad that it`s almost weekend!",neutral
I miss you guys,negative
" need to get an intel based mac 1st   but this impacts on dual core vs quad choice, latter probably better for virtualization",positive
i don`t even want to go to the store to get ice cream.  i wasted a cute outfit on... sitting on my **** on twitter!!,negative
" I am UCE, I did my PGCE there   went to Leicester for my main degree though ...",neutral
"i love Fly With Me, live chats and don`t like being sick.",positive
Definition of senioritis: Me. About to go to chem II and calculus. Not good classes to feel like slackin,negative
Went to see Wolverine with the husband (who is off work today) - was pretty good,positive
" sorry 2 hear albert isnt well? dont know whole story, so i`ll keep ya`ll both in my prayers. (((hugs))) 2 u both!",neutral
" Will you ever come to SF Bay Area to preform, i feel left out",negative
nt online & mayb next week  if u havent voted pls do: http://bit.ly/hHigd,neutral
" love you tooooo  Duuude,i need to make myself a shirt that says something cool! what should it say?",positive
_d Zwarte maillot,neutral
 the ordered me a new blackberry to arrive TUES! I may die between now and them without phone  I have withdraws already,negative
 *points at Facebook message*,neutral
PLEASE MAKE THE LIVECHAT ON SATURDAY CUS I HAVE TO GO TO SCHOOL ON WEEKDAYS(5/6 AM here)   ,neutral
"Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy #mothersday everybody  (especially mine)",positive
 http://twitpic.com/4w22u - Its so pretty! The girls must love you a whole lot  Happy bday again!,positive
Sweat is just not cute.  Unfortunately I haven`t figured out how to work out without sweating. BOO.,negative
bored fixed the internet for my dad but now im bored to death,negative
 nice new profile picture! Glad to see some friends in there,positive
_Star95 oh so you know how I feel then  **** representative for bank of america tried to make it sound like I did it. What a b ...,negative
 have fun without me pasty  <33,positive
Yeah I think I touched something that had mikes germs on it because I have a sore throat now  dammit I knew I should have not gone there!,negative
" Yes, I`m originally from Argentina. And very `mystic` about that  ...ï¿½ bientï¿½t de te lire Quincy!",neutral
"Happy mothers day to all the Twitter moms, sent my own mom a very sleepy video by phone and called after.",positive
Loves the fact that there`s only 5 days of school left,positive
 http://tinyurl.com/q3u32x isn`t that the podcasting gear you got in for bit-tech?,neutral
 i`m not being mean,positive
" I live for pain, bring it on",neutral
yay it`s friday... hold on I have to work tomorrow,positive
"I want to see Terminator, but everyone`s already seen it",neutral
good morning! off to the gym I go,positive
 should be me,neutral
Hi : Found you through . i am indeed a pigment of your imagination,neutral
 You`re very welcome,positive
 hope our wishes come true someday.,positive
_mar_mey I want cake  is it chocolate!??,neutral
"On my way to work, I`m kinda sad",negative
" sux, I`m thinking of being an accountant. Mad monies! I`m a middleschool cafeteria manager  (25k/yr)",negative
" Jungle Book, Mary Poppins, or Bugs Life - depending on if you want cartoon, live action or cgi",neutral
"I want tuna & salmon sashimi, B.C. rolls and dragon eye.",neutral
Geesh 5 days straight (he`s not the boy-nside joint) LOL .....headed with  and then go c BF,neutral
 hmmm no but I am member of knitterati.com.au what is ravelry offer?,neutral
 I can`t get it to load for me.,negative
"This is for nicole ï¿½ Its raining, make sure you bring an umbrellaï¿½ See its not about the pack train I`m on today",neutral
_apuya hey hey andrew!!! haha! ;P well happy mother`s day to your mum.,positive
Today is lame because I am not in Orlando  I am soooo looking forward to NEXT friday,negative
 your vid wont play  x,neutral
I just wanna be better already,positive
"Omg at Hollie! That was well sad to watch!  See, Simon can be well nice when he wants to be! lol",negative
Mashup Monday! In honour of the swine flu hysteria  ? http://blip.fm/~5jnv2,neutral
_pax goddamn   that **** sucks *hugs*,negative
I hate thunder and lightning!,negative
" Hello James, who are you",neutral
add me on myspace?? www.myspace.com/pwnage_org  -> pcFOpc,neutral
"want to read twilight all day, not work at the stupid cher function",neutral
 The photos are AMAZING! What a GREAT subject & way to get people educated about Darfur! HUGS! U are an inspiring woman!,positive
flipping out on my hairloss....gotta go to the doc.,negative
Just a reminder to Hydra clients to check your email for important account updates!,neutral
" they really do need to mind their own business, eating disorders are NOT the only reason people have to vomit, assholes",negative
update!  island flowers - large pouch http://tinyurl.com/qnh5oy,neutral
says numbers are all good - all that`s left is the white blood cell count.  http://plurk.com/p/rqo8q,positive
Writing this post on my new iPod Touch!,neutral
yo yo yo! i like ice cream,positive
 glad u feel like cooking I`m so tired,neutral
 ooops! the last link is the same as the first! sry my mistake,negative
Training #Stud-Life: A fost Tiberiu Lovin la noi. Am aflat ca sunt imbecili peste tot. FUN,positive
I am never going to get these pictures taken,neutral
Edge left me off the contributors list in this month`s issue.  x FFS. <- Werd,neutral
 Past experiences of being a redhead (eg. discrimination) or even just general info bout gingers in society! It all helps,positive
 I like that...gonna have to re-tell,positive
I`m such a chicken,neutral
 I`m jealous. I have so let it slip what with the baby and all. Not sure I could even do a half right now,negative
**** hates goodbyes,negative
goodbye picnic for a classmate today  but the weather was **** beautifuul!!!,positive
taylor swift`s 'you belong with me' is so amazing. love the mv!,positive
I`m so pumped for the day!,neutral
 Thanks bro but I`m awake already  How are you?,positive
listening to varsity fanclub,neutral
 I can understand the fear. I feel that way about many things. You really need motivation to overcome it. Mine was guilt,negative
#Happy Stars Wars day....Me`s a JA-JA BINKS ha  A crappy day outside though ah well makes me have a bit more motivation to revise,neutral
 lol ! You take David lah ! I want Danny  not tom !,neutral
"http://twitpic.com/675tw - Square B - she is sad because she wasn`t there and now she`s, well, square  (crocheted bee with poly fibe ...",negative
_03 He`ll know Tupac lyrics too!,neutral
 Consider yourself lucky.  It hasn`t rained here in ages.   It`s depressing.,negative
 Nice yo!!! Live it for me buddy!,positive
"at work.. missing my miami fam , , , carolina, , ,  &&& more",negative
 Me neither. But it`s no longer about what we want. It`s about fairness. And fairness is whatever government says it is.,neutral
"They had a site, then a blog, now they have the worst zoning/concept of the year - Heaven.fr, tell meh it`s a fake",negative
 Good Morning Chairman of the board! www.youtube.com/watch?v=ivFM0pYyUcy its a living thing....!,positive
Wish I lived in or atleast relatively close to Ohio!   Haven`t seen _Troy or _McLoven in almost a year.,negative
 oh no.  hope you feel better soon. Hugs. I had flu earlier this month.,positive
Just got off the phone with lainey the love of my life  . . . Now im taken a ****,negative
Too warm!!!,neutral
Breaking the daily build broke my daily plan as well,negative
 i actually need to be cleaning my house,neutral
 just wanted to say hello,neutral
surgery effin hurts,negative
_Toni   i`m having one of those days today also,neutral
Saw a black snake in the garden.  Went back for a picture and it was gone,neutral
_a The rocky kind! With little rockpools & octopi & shells & stuff. Now I want to be at the beach. Its the perfect overcast day.,positive
Finally reunited with my Hunny bunny_0802 I have him for a few days b4 he leaves me again for another week away @ work  night!,positive
wish my nicky were home too,neutral
 You can go to www.TwitPic.com and log in with your Twitter details to add pics,neutral
 peter!! follow me!! oh and have fun in europe!,positive
"Sometimes games are cruel because they`re not real... like last night when I won $128,600 on Wheel of Fortune",negative
ughh feel rubbish,negative
Hangin with the fam! My head is hurtin,negative
"i`ve locked up a mac once or twice in my time. ok, literally once or twice.",neutral
had the lovliest night last night but was ruined by doctors inability to warn me of side effects. back again for more tests.,neutral
"bye y`all wolverine soon  ooaf hugh jackman, tell ya what he can sctrahc me anytime ;)",neutral
 DANG...when did they plant those thorny bushes there? OUCH...no kitty hugs today,neutral
 You can find more info on getonu2.com We hope to launch the project this week. Then we`ll really need some help to release it!,neutral
Surgery.,neutral
Its funny how I want something even more... now that someone else has it and i cant anymore    hahaha NEXT!,positive
 i`ll go to the movies with you,neutral
"had a good day driving up mountains, visiting katie, eating chips & fudge and stocking up on lovely smelling soaps",positive
i could tell its gonna be an angry day...,negative
Trader Joe`s 'sushi' is a fail.,negative
I believe a man died in a car wreck today just right down the road.  It happened at 12 and at 2 he was still in the car.,negative
" Wow, that is good  I`m on Mac too with XP via Parallels if you ever need a tester ;)",positive
 No problem! These boxes are _made_ for undernourished IT professionals,positive
 heyy,neutral
"If Hamilton gets a hockey team, I really think the name Hamilton should be in the team name. If not, I`ll be sad.",neutral
 nope  don`t think I will. Thnx for asking lol I will be fine,positive
Done with geology!! But I`m really missing my favorite sisters! Especially because they can`t go to banquet tonight,negative
"is really, really bored... I guess I will go to bed",negative
  be sure to go by my blog today    -  and check out your friends - I bet you have some new ones today!,neutral
love it when jonas brothers are in the trending topics. maybe taylors turn next,positive
I just ate some burgers from Jack In The Box and im not sure if I want to continue eating burgers,neutral
is feeling rather lonely and broke...oh wait...I am lonely and broke.,negative
 dude... Can you really be a bachelor at this point?? Don`t worry about it.,positive
 what interview! leave me alone,negative
Argh noo! Missed The Killers on Wossy!  That sucks! Missed out on Brandon. Total failure! Anyone know if it`s repeated? Must investigate!,negative
Happy Mother`s Day - Happy Motherï¿½s Day  http://tumblr.com/xnx1qyn0j,positive
why did i agree to work a double shift,neutral
 No tango icons in this revision.,neutral
uploading new videos on youuuchuuub!,neutral
I guess you`re not talking about Orlando Magic ! There was nothing magical about it,negative
"It`s so hard to keep up with everything! There`s the whole coldplaying, twitter, facebook and not to talk about real life... Impossible.",negative
SNL with Justin Timberlake!,neutral
 Thanx love,positive
"I had a realization today, and it made me sad  But at least the healing can begin.",negative
Missing the shotgun match because I was guilted into going to the store with the wife.,negative
Happy Sammy is going 2 here 2morrow!! But unfortunatly I`m not gone be able 2 go 2 the club he performing @,neutral
  I`m only telling the truth..... You know you have skills,positive
"Alright, so playing cards in the rain wasn`t the smartest idea, and now I might be sick... but it was fun",neutral
"happy mothers day @ my mum  (also to my sis  and my 'mum' jess, ahah)",positive
Ok just woke up and need to get ready before a day of getting twitterena 2.1 submitted!,neutral
"Just went through my piggy bank, man there was a hell of a lot of money in there! I can easily live out of just it for the next 2 weeks",positive
" Aw, Kaelah I feel so bad for you. This sounds serious? Please get better soon. I admire you for still working hard and stuff.",neutral
" Not allowed to call as I live in the UK, my parents say it will cost to much  Sucks !!",negative
Twitter has been foking up for me today arg!  1 and 1/2 hours of work till the weekend! Woooooo,negative
i got a bruise on my foot out if nowhere!  it hurts!,negative
 nah i followed them first then they followed me. i think 12-306 overnight is pretty good,positive
 Hey Sherri! Thanx 4 da messages Wondering if u could follow me? Plzzzz,positive
I am following Mya,neutral
back at work  its too warm to be in here today!!!,negative
 I had bad net issues on Weds so couldn`t broadcast  Am on tonight tho... tune in for new anthems and bad mixing!,negative
Suddenly I remember all the memories with him  ohhh please,negative
Send me your Blog`s RSS feeds I have a site that will republish and send traffic to your site...,neutral
Home with Maddie  I`m tired.. Goin` to bed afterwards,negative
" So then **** Awesome Super Sexy Stud Muffin Beast, How`s that sound to you ",positive
  get well soon!,positive
hanging out with ambyr,neutral
" lol thanx, me too!",positive
Excuse me ms.gomez who said you could leave,neutral
 you are a very naughty woman - we sooo have to meet!,neutral
" missed you by 10 min, haha. went to sleep at 15 past, but had a major anxiety attack around 630 again. ugh.  boo",negative
I`m going to school...JOY! :/ 7:20 am! I`ve got to go!  BYE!,neutral
ping pong tomorrow,neutral
terence cao over-dose  im fainting.,neutral
" , finally, someone spreading the Hayley Love via Twitter. Welcome to the club, Taylor.",neutral
 Lol read me like a book,neutral
" yeah, that does sound a bit bad man... i got **** exam week this week",negative
"wants to move to QLD already, this cold weather is killing me",negative
Another friend knocked up.   Pretty soon everyone will have kids. Goodbye carefree youth!,positive
forgot the montel quote  and it was a good one..,neutral
", Decaf? I can do some teas late but never coffee- Id fly around the room. Justin Timberlake hosted. FUNNY sketch w/ Samberg",positive
Awwww poor biggie...he puked on me in the car. Even though I had the air conditioning on FULL blast...I think it was the heat  He` ok now,neutral
Itchy ****!,negative
"_xD Si  pero parece que las personas de facebook no estan de acuerdo  (that was probably all wrong, but I tried...)",negative
I just had to look up endometriosis. Oy!,negative
I`m feeling better now that I have something in my tummy,positive
 boo you didnt answer my text,neutral
 my music collection will be coming up to 250gb soon.  haha,neutral
just finished  Emergency - by Neil Strauss - another great read Neil - congrats   miss you by the way!,neutral
http://twitpic.com/4wf3a - the definition of true beauty,positive
"When I start cloggin up my own Twitter feed, it`s time for me to go to bed.. Nighty night. Be sure to go to the TweetUp and meet ME!",neutral
 lol very much appreciated!!!  so excited!!!,positive
" awh, thats not good,   get better soon!",negative
feeling extremally ill,negative
"Ok, i`ve eaten some food and now bored to death in my room. Seriously, there is nothing to do. Guitar been taken to the venue!",negative
So the movie was 3-D and really gooood,positive
" oh naw; ill always be dha same cece, but when chanqes are needed ill make them",neutral
 i`m watching CQC a brazilian humor program,neutral
I LOVE CHICAGO.   Tonight was AMAZING!!,positive
 I am doing fantastic JJJ!  You? Doing your questions already? teacher`s pet!!,positive
 ...actually find something they`ll like. it`s easy to get a good gift with a lot of money tbh. nowhere near as personal though,positive
" My music teacher either expired or forgot about my lesson, leaving me outside waiting for my ride to pick me up for 1 hour.",negative
 that`s really ultra sweet,positive
 yes... nice. I missed a lot of fun. **** exams. you are looking good...hair,neutral
See FTSK tonight in Grand Rapids,neutral
 I do that all the time,neutral
"i changed my picture  i am soo screwed, i have an assignment due tomorrow that i havent started, i just cant concentrate argh",negative
fiiiinaaalllyyy home after driving all day. speeding ticket. torential rains. ... fun times,positive
" The article on language groups in spaceports looks really cool, but i can`t open the site from that link.",neutral
in Singapore! its so warm over here! Having a blast already,positive
Watching maxium 100. Why can`t I look beautiful like those girls.,negative
i have no idea what im doing and i am completely lost.,negative
i really miss my satan kitty,negative
 whatever pung ! haha.. i dont care. JK,neutral
Sleppytime. Really missing my godfather right now. Love you Wayne,neutral
 where have you been? LOL,neutral
Clambering about in crashed cars. Hilarious fun,positive
Irony: Inventor of Ford Mustang can`t keep his car   http://tinyurl.com/lpmvtk via :,negative
 I`m probably going to be doing the same thing,neutral
